_1,_2
invés,20
"\"\"@folha_com:",20
trabalhar,20
"hoje,",20
posição,20
jogando,20
😂😂😂😂,20
comparar,20
Família,20
@stanleyburburin,20
cai,20
entra,20
coragem,20
Penha,20
pais,20
"\"\"\"",20
Aécio45,20
mãos,20
virou,20
federal,20
roubar,20
perdendo,20
4⃣5⃣,20
justiça,20
"né,",20
EU,20
debate!,20
"eleito,",20
mandando,20
turma,20
virar,20
pegar,20
),20
Tancredo,20
irrita,20
cadê,20
orgulho,19
mal.,19
vive,19
#Dilma13MudaMais,19
presente,19
dono,19
presidenta,19
triste,19
vale,19
1º,19
mineira,19
compra,19
Minas?,19
digo,19
Ibope,19
projetos,19
atenção,19
samba,19
Falar,19
monte,19
chupa,19
levantou,19
pé,19
mentira.,19
frase,19
MP,19
baixa,19
preciso,19
evento,19
"passado,",19
amanhã,19
governei,19
bloco,19
PT!,19
também.,19
jornal,19
mulheres.,19
pediu,19
porrada,19
tucanos,19
Porra,19
tua,19
bem.,19
pão,19
Política,19
diz:,19
"SBT,",19
"corrupção,",19
técnico,19
debater,19
Fico,19
Atlético,19
parentes,19
Vem,19
candidato.,19
falso,19
filha,19
joga,19
BH,19
Aécioporto,19
minutos,19
morar,19
Ivete,19
Neves!,19
dps,18
própria,18
Estamos,18
apoiam,18
ensino,18
face,18
feliz,18
lembrar,18
Pergunta,18
ovo,18
mulher.,18
começar,18
contrário,18
cargo,18
TCE.,18
#EuVotoAécio45,18
respostas,18
Presidência,18
"Petrobras,",18
Jatene,18
debates.,18
escolas,18
dúvida,18
Chupa,18
tirando,18
cala,18
mostrou,18
perto,18
"bom,",18
"que,",18
fácil,18
fale,18
cheirador,18
Dia,18
festa,18
desvios,18
"coisa,",18
além,18
cheio,18
governo.,18
helicóptero,18
quiser,18
DA,18
"#debatenarecord\"",18
"voto,",18
Pela,18
esquece,18
Esses,18
leviana,18
metrô,18
LGBT,18
Lula.,18
motivos,18
dados,18
diminuir,18
podres,18
cair,18
cidade,18
tapa,18
fizeram,18
assistir,18
isso?,18
ator,18
mentiu,18
atual,18
Ontem,18
ler,18
metade,18
"país,",18
Nx,18
burra,18
rumo,18
vá,18
"45,",18
Twitter,18
gov,18
dessas,17
estudar,17
entende,17
redes,17
maioridade,17
têm,17
aprendeu,17
deus,17
nessas,17
saindo,17
video,17
achei,17
Nacional,17
Assunto,17
vamo,17
Dois,17
queda,17
Nordeste,17
ne,17
Estadão,17
intervalo,17
sinto,17
lembrar:,17
faltou,17
"minas,",17
lidera,17
sim.,17
"pior,",17
quatro,17
Praia,17
assistindo,17
suspende,17
tendo,17
"\"Eu",17
resto,17
caráter,17
último,17
fraude,17
discutir,17
Começou,17
branco,17
usou,17
metendo,17
cavalo,17
canta,17
Pois,17
linda,17
Diz,17
novo.,17
roubalheira,17
"aqui,",17
declara,17
drogas.,17
8,17
carteira,17
jovens,17
bastante,17
disso,17
faculdade,17
1°,17
Sabe,17
mesmo?,17
Ae,17
mostrando,17
aqui.,17
assim.,17
fugindo,17
citar,17
fotos,17
"51%,",17
questão,17
tv,17
corrupção.,17
"\"\"\"O",17
demais.,17
acusando,17
"NEVES,",17
recebeu,17
👏👏👏👏,17
partir,16
chance,16
(PSDB),16
parabéns,16
anunciam,16
&gt;,16
teu,16
"fala,",16
Azul,16
valor,16
redução,16
"#DebateNaRecord\"",16
Quanta,16
"#AgoraÉAécioBrasil\"\"\"",16
"\"\"\"Não",16
🎶,16
cita,16
playboy,16
"política,",16
rola,16
fatos,16
@cristilobo,16
entrou,16
dela.,16
serve,16
extremamente,16
desemprego,16
"\"\"Não",16
#AgoraEAecioBrasil,16
debate?,16
prefere,16
pare,16
namorada,16
levando,16
"governo,",16
Kkkkkkkkk,16
AÉCIO,16
fui,16
trata,16
"mal?',",16
não!,16
kkkkkkkkk,16
taca,16
Todo,16
mantém,16
desviou,16
time,16
Jorge,16
países,16
pegando,16
"#QueroDilmaTreze\"\"\"",16
finais,16
'Deu,16
Essas,16
🌊4⃣5⃣✅,16
dou,16
Portal,16
contas,16
houve,16
ironia,16
conseguiu,16
graça,16
escândalos,16
comprar,16
destruindo,16
ouvindo,16
mais.,16
"\"\"\"@JornalOGlobo:",16
debate...,16
Daqui,16
arrogante,16
Dilmão,16
abre,16
real,16
esteve,16
"eleição,",16
sumiço,16
alguns,16
não?,16
Henrique,16
"#DebateNoSBT\"\"",16
"aé,",16
erro,16
Da,15
Marco,15
somos,15
suporto,15
qm,15
época,15
Eleições,15
meia,15
mano,15
Cruzeiro,15
#DebateNoSbt,15
"ela,",15
movimento,15
anos.,15
farinha,15
domingo,15
podemos,15
cobra,15
@RachelSherazade,15
2°,15
PARA,15
rua,15
revista,15
dó,15
"FHC,",15
presa,15
Tomara,15
#DebateSBT,15
Malafaia,15
"\"\"\"@Estadao:",15
cargos,15
bola,15
errado,15
FHC.,15
“@Estadao:,15
risada,15
safado,15
propostas.,15
COM,15
urnas,15
poupe,15
Neves?,15
"\"\"o",15
gente!,15
aplaudindo,15
Assistindo,15
Cala,15
mudanças,15
Folha,15
morrer,15
"#QueroDilmaTreze\"",15
sra,15
Falta,15
Puta,15
#AÉCIO45,15
EM,15
raiva,15
pensando,15
"Aé,",15
RJ,15
livre,15
levantar,15
30,15
públicos,15
quis,15
chamado,15
subiu,15
SÓ,15
riso,15
nervoso,15
queijo,15
Representantes,15
crescimento,15
válidos:,15
Prefiro,15
Conversa,15
2º,15
"mais,",15
material,15
impressão,15
Pau,15
Juca,15
"\"\"a",15
dedo,15
caiu,15
apareceu,15
presidente!,15
lembra,15
pelas,15
falei,15
mentiroso.,15
"\"\"\"@VEJA:",15
aeroportos,15
!!!!,15
azul,15
pedindo,15
conhecer,15
insiste,15
quê,15
beijo,15
concordo,15
longe,15
nulo,15
ajudar,14
#AécioPresidente45,14
próxima,14
&lt;3,14
eleição.,14
brasil,14
horas,14
vítima,14
40,14
forte,14
jamais,14
"pau,",14
escolher,14
"mudança,",14
agressivo,14
algumas,14
Aécio....,14
sala,14
explica,14
chave,14
mostram,14
cabelo,14
diante,14
prometeu,14
"\"\"\"A",14
Lobão,14
novamente,14
veio,14
equipe,14
palanque,14
pagou,14
#EuVouComCássio,14
demais!,14
faço,14
válidos,14
vários,14
@BlogdoNoblat,14
vaiando,14
apelando,14
menor,14
aceitar,14
subir,14
vença,14
Nada,14
Galera,14
muitos,14
morre,14
Norte,14
iria,14
rádio,14
"mim,",14
Ninguém,14
nota,14
'ignorante',14
“@folha_com:,14
"boa,",14
parem,14
fiz,14
"certo,",14
neto,14
candidatura,14
arrogância,14
dentro,14
atacou,14
social,14
lá.,14
vender,14
roubou,14
parente,14
#UOL,14
torcendo,14
@OGloboPolitica,14
queremos,14
Amo,14
conheço,14
VOTE,14
última,14
"\"\"não",14
Sr.,14
Resumo,14
"Ibope,",14
eram,14
País,14
tudo.,14
destruiu,14
muitas,14
totalmente,14
branca,14
investiu,14
adianta,14
agrediu,14
República,14
valorizar,14
vaiado,14
briga,14
boas,14
Seu,14
viver,14
mentindo,14
kkkkkkkkkkkk,14
junto,14
Mesmo,13
#debateRecord,13
povo.,13
recusa,13
lá!,13
baixar,13
erros,13
Ó,13
👍,13
aumento,13
investiga,13
anda,13
"mentirosa,",13
suposta,13
Marina.,13
Never.,13
anti,13
Dá,13
Armínio,13
multidão,13
carreata,13
"você,",13
educação.,13
"#Eleições2014\"\"\"",13
entendi,13
"\"\"A",13
Promotoria,13
ganhar.,13
Economist,13
margem,13
psdb,13
isso!,13
Imagina,13
paciência,13
NADA,13
aguenta,13
denuncia,13
babaca,13
@RodP13,13
vacina,13
estados,13
serviço,13
Vamo,13
direto,13
Assim,13
construiu,13
dai,13
propõe,13
tantas,13
Afiada,13
"verdade,",13
ama,13
corruptos,13
Genro,13
minhas,13
machista,13
detonando,13
(Aécio),13
ideia,13
ricos,13
esperança,13
tag,13
"Brasil\"\"",13
Belo,13
dele!,13
cheirar,13
Pode,13
inflação.,13
proponho,13
sentindo,13
olhos,13
sabendo,13
alternância,13
amiga,13
"Nossa,",13
pego,13
Tribunal,13
Jornal,13
Cada,13
TCE-MG,13
Taca,13
"\"\"É",13
